"","X","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DPnts","DOppPnts","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DTRB","DAST","DSTL","DBLK","DTOV","SeedDiff","SRSxSOS","FGxThreeP","FGxFT","FGxTRB","FGxAST","FGxSTL","FGxBLK","FGxTOV","FGxSD","ThreePxFTpct","ThreePxAST","ThreePxTRB","ThreePxSTL","ThreePxSD","FTAxTRB","FTAxAST","FTAxSTL","FTAxBLK","FTAxTOV","FTAxSD","TRBxAST","TRBxSTL","TRBxBLK","TRBxTOV","TRBxSD","ASTxSTL","ASTxBLK","ASTxTOV","ASTxSD","STLxBLK","STLxTOV","STLxSD","BLKxTOV","BLKxSD","TOVxSD","ScD","winner","GamesSq","WinsxSOS","SeedDiffSq"
"67",67,-1,-1,0,-0.00900000000000001,1.84,1.5,6,0,-141,-147,-123,-228,-0.00899999999999995,12,7,0.02,93,-46,0.152,-137,-14,-91,-10,-112,-1,2.76,-1476,-11439,16851,1722,11193,1230,13776,123,1.824,-168,-1644,-1092,-12,6302,644,4186,460,5152,46,1918,12467,1370,15344,137,1274,140,1568,14,910,10192,91,1120,10,91,-6,0,1,-1.5,1
"68",68,-1,-1,0,-0.0109999999999999,-3.89,-3.78,-2,-4,-203,-193,-38,-63,-0.00600000000000001,10,71,-0.041,-137,-201,0.015,21,33,-22,71,39,-3,14.7042,-380,5206,-798,-1254,836,-2698,-1482,114,0.15,330,210,-220,-30,-4221,-6633,4422,-14271,-7839,603,693,-462,1491,819,-63,-726,2343,1287,-99,-1562,-858,66,2769,-213,66,-2,0,1,3.78,9
"69",69,4,3,1,0.014,6.19,-0.25,-3,-1,873,631,336,452,0.075,27,-13,0.047,174,212,0.0580000000000001,276,209,-3,-10,218,-3,-1.5475,9072,58464,92736,70224,-1008,-3360,73248,-1008,1.566,5643,7452,-81,-81,58512,44308,-636,-2120,46216,-636,57684,-828,-2760,60168,-828,-627,-2090,45562,-627,30,-654,9,-2180,30,9,6,1,16,-0.75,9
"70",70,3,9,-6,0.215,20.48,12.01,5,-1,543,285,248,433,0.025,-2,-86,0.046,49,14,0.052,230,174,41,12,19,-13,245.9648,-496,12152,57040,43152,10168,2976,4712,-3224,-0.104,-348,-460,-82,26,3220,2436,574,168,266,-182,40020,9430,2760,4370,-2990,7134,2088,3306,-2262,492,779,-533,228,-156,-533,29,1,9,108.09,169
"71",71,3,-2,5,-0.144,0.890000000000001,7.3,-3,7,-8,133,32,179,-0.027,-20,19,-0.053,-52,9,-0.07,129,-86,89,109,101,-5,6.49700000000001,-640,-1664,4128,-2752,2848,3488,3232,-160,1.4,1720,-2580,-1780,100,1161,-774,801,981,909,-45,-11094,11481,14061,13029,-645,-7654,-9374,-8686,430,9701,8989,-445,11009,-545,-445,5,1,9,-14.6,25
"72",72,4,6,-2,0.109,1.23,-1.61,-2,0,429,241,150,218,0.027,42,83,0.027,87,75,0.042,38,198,11,15,-1,-3,-1.9803,6300,13050,5700,29700,1650,2250,-150,-450,1.764,8316,1596,462,-126,2850,14850,825,1125,-75,-225,7524,418,570,-38,-114,2178,2970,-198,-594,165,-11,-33,-15,-45,-33,3,1,16,-9.66,9
"73",73,1,8,-7,0.239,27.59,14.98,0,0,277,-142,87,101,0.021,14,52,-0.00800000000000001,89,109,0.024,128,139,-8,-7,-16,-15,413.2982,1218,7743,11136,12093,-696,-609,-1392,-1305,0.336,1946,1792,-112,-210,13952,15151,-872,-763,-1744,-1635,17792,-1024,-896,-2048,-1920,-1112,-973,-2224,-2085,56,128,120,112,105,120,14,1,1,119.84,225
"74",74,3,11,-8,0.281,35.23,16.39,2,-4,561,-34,176,324,0.015,104,210,0.048,105,123,0.024,206,206,101,77,40,-15,577.4197,18304,18480,36256,36256,17776,13552,7040,-2640,2.496,21424,21424,10504,-1560,25338,25338,12423,9471,4920,-1845,42436,20806,15862,8240,-3090,20806,15862,8240,-3090,7777,4040,-1515,3080,-1155,-1515,46,1,9,180.29,225
"75",75,4,5,-1,0.0650000000000001,14.31,10.58,5,-3,650,530,272,505,0.014,-53,-65,-0.053,159,222,0.003,288,247,149,73,137,-11,151.3998,-14416,43248,78336,67184,40528,19856,37264,-2992,-0.159,-13091,-15264,-7897,583,63936,54834,33078,16206,30414,-2442,71136,42912,21024,39456,-3168,36803,18031,33839,-2717,10877,20413,-1639,10001,-803,-1639,24,1,16,52.9,121
"76",76,4,10,-6,0.22,24.94,10.98,3,-1,701,222,242,495,0.00800000000000001,80,216,0.02,137,240,-0.0339999999999999,452,146,64,196,35,-13,273.8412,19360,33154,109384,35332,15488,47432,8470,-3146,-2.71999999999999,11680,36160,5120,-1040,108480,35040,15360,47040,8400,-3120,65992,28928,88592,15820,-5876,9344,28616,5110,-1898,12544,2240,-832,6860,-2548,-832,17,1,16,109.8,169
"77",77,1,5,-4,0.13,2.77,-2.04,2,-2,180,13,75,183,-0.00499999999999995,-38,-92,-0.00800000000000001,68,137,-0.03,299,99,-34,29,55,-5,-5.6508,-2850,5100,22425,7425,-2550,2175,4125,-375,1.14,-3762,-11362,1292,190,40963,13563,-4658,3973,7535,-685,29601,-10166,8671,16445,-1495,-3366,2871,5445,-495,-986,-1870,170,1595,-145,170,21,1,1,-10.2,25
"78",78,-2,1,-3,0.0860000000000001,9.13,4.34,3,1,-125,-64,-1,-137,0.037,-10,-101,0.064,-113,-116,-0.0509999999999999,-31,35,-17,-33,3,-11,39.6242,10,113,31,-35,17,33,-3,11,0.509999999999999,-350,310,170,110,3596,-4060,1972,3828,-348,1276,-1085,527,1023,-93,341,-595,-1155,105,-385,561,-51,187,-99,363,187,-7,0,4,4.34,121
"79",79,1,-4,5,-0.148,-3.35,2.27,2,4,10,183,57,166,-0.00800000000000001,-82,-129,-0.053,-22,-29,-0.003,174,46,-6,51,128,-1,-7.6045,-4674,-1254,9918,2622,-342,2907,7296,-57,0.246,-3772,-14268,492,82,-5046,-1334,174,-1479,-3712,29,8004,-1044,8874,22272,-174,-276,2346,5888,-46,-306,-768,6,6528,-51,6,-3,0,1,-9.08,1
"80",80,2,1,1,-0.017,7.42,6.55,0,2,64,17,39,73,0.004,52,161,-0.017,-66,-69,-0.027,76,95,0,67,53,-7,48.601,2028,-2574,2964,3705,0,2613,2067,-273,-1.404,4940,3952,0,-364,-5244,-6555,0,-4623,-3657,483,7220,0,5092,4028,-532,0,6365,5035,-665,0,0,0,3551,-469,0,8,1,4,6.55,49
"81",81,-2,1,-3,0.077,-2.88,-0.700000000000001,-3,-1,-112,-30,-114,-117,-0.034,73,167,0.028,43,30,0.0289999999999999,-9,-119,-43,-40,-28,-1,2.016,-8322,-4902,1026,13566,4902,4560,3192,114,2.11699999999999,-8687,-657,-3139,-73,-270,-3570,-1290,-1200,-840,-30,1071,387,360,252,9,5117,4760,3332,119,1720,1204,43,1120,40,43,5,1,4,-0.700000000000001,1
"82",82,4,7,-3,0.124,25.88,22.11,1,-1,263,200,119,96,0.036,61,83,0.047,-36,44,-0.091,187,167,-140,47,-12,-13,572.2068,7259,-4284,22253,19873,-16660,5593,-1428,-1547,-5.551,10187,11407,-8540,-793,8228,7348,-6160,2068,-528,-572,31229,-26180,8789,-2244,-2431,-23380,7849,-2004,-2171,-6580,1680,1820,-564,-611,1820,10,1,16,154.77,169
"83",83,1,-3,4,-0.12,5.89,10.83,-3,3,281,425,76,207,-0.013,66,194,-0.00900000000000001,63,2,0.081,49,77,-45,6,26,-9,63.7887,5016,4788,3724,5852,-3420,456,1976,-684,5.346,5082,3234,-2970,-594,98,154,-90,12,52,-18,3773,-2205,294,1274,-441,-3465,462,2002,-693,-270,-1170,405,156,-54,405,-10,0,1,-32.49,81
"84",84,7,5,2,-0.003,16.04,13.96,-2,0,597,399,244,288,0.058,36,52,0.028,73,128,-0.0189999999999999,157,191,130,35,117,-9,223.9184,8784,17812,38308,46604,31720,8540,28548,-2196,-0.683999999999996,6876,5652,4680,-324,20096,24448,16640,4480,14976,-1152,29987,20410,5495,18369,-1413,24830,6685,22347,-1719,4550,15210,-1170,4095,-315,-1170,24,1,49,69.8,81
"85",85,-2,-4,2,-0.088,-1.12,6.95,0,4,-402,-173,-226,-330,-0.038,-25,-69,0.001,75,81,0.027,-18,9,-127,-16,26,-5,-7.784,5650,-16950,4068,-2034,28702,3616,-5876,1130,-0.675,-225,450,3175,125,-1458,729,-10287,-1296,2106,-405,-162,2286,288,-468,90,-1143,-144,234,-45,2032,-3302,635,-416,80,635,-17,0,4,-27.8,25
"86",86,2,3,-1,0.048,8.59,7.08,4,-1,493,432,178,380,-0.002,-5,21,-0.029,142,259,-0.0599999999999999,291,33,-1,58,112,-11,60.8172,-890,25276,51798,5874,-178,10324,19936,-1958,0.299999999999999,-165,-1455,5,55,75369,8547,-259,15022,29008,-2849,9603,-291,16878,32592,-3201,-33,1914,3696,-363,-58,-112,11,6496,-638,11,1,1,4,21.24,121
"87",87,-2,-3,1,-0.0519999999999999,7.08,3.86,-1,1,-15,-84,30,-52,0.029,-97,-175,-0.058,22,45,-0.012,-79,50,56,38,29,-3,27.3288,-2910,660,-2370,1500,1680,1140,870,-90,1.164,-4850,7663,-5432,291,-3555,2250,2520,1710,1305,-135,-3950,-4424,-3002,-2291,237,2800,1900,1450,-150,2128,1624,-168,1102,-114,-168,4,1,4,-11.58,9
"88",88,1,5,-4,0.137,0.430000000000001,-3.02,5,-5,129,31,-37,50,-0.032,54,191,-0.024,149,143,0.0669999999999999,154,72,59,58,25,-5,-1.2986,-1998,-5513,-5698,-2664,-2183,-2146,-925,185,3.61799999999999,3888,8316,3186,-270,22022,10296,8437,8294,3575,-715,11088,9086,8932,3850,-770,4248,4176,1800,-360,3422,1475,-295,1450,-290,-295,6,1,1,-15.1,25
"89",89,3,20,-17,0.572,34.25,15.39,12,-10,871,266,345,387,0.085,-9,-34,0.00700000000000001,190,213,0.0599999999999999,309,254,73,79,14,-15,527.1075,-3105,65550,106605,87630,25185,27255,4830,-5175,-0.539999999999999,-2286,-2781,-657,135,65817,54102,15549,16827,2982,-3195,78486,22557,24411,4326,-4635,18542,20066,3556,-3810,5767,1022,-1095,1106,-1185,-1095,36,1,9,307.8,225
"90",90,4,8,-4,0.157,11.56,1.32,2,-2,464,108,103,179,0.01,73,116,0.063,185,142,0.116,300,30,-72,10,-39,-9,15.2592,7519,19055,30900,3090,-7416,1030,-4017,-927,8.468,2190,21900,-5256,-657,42600,4260,-10224,1420,-5538,-1278,9000,-21600,3000,-11700,-2700,-2160,300,-1170,-270,-720,2808,648,-390,-90,648,12,1,16,10.56,81
"91",91,0,4,-4,0.122,12.02,6.78,2,2,40,-141,72,4,0.037,41,51,0.034,-145,-206,0.005,-3,82,-38,26,-20,-11,81.4956,2952,-10440,-216,5904,-2736,1872,-1440,-792,0.205,3362,-123,-1558,-451,618,-16892,7828,-5356,4120,2266,-246,114,-78,60,33,-3116,2132,-1640,-902,-988,760,418,-520,-286,418,-8,0,0,27.12,121
"92",92,4,1,3,-0.0650000000000001,17.24,15.12,-5,3,-76,-68,-78,-16,-0.034,68,146,0.031,12,-7,0.022,220,-99,-174,50,-6,-9,260.6688,-5304,-936,-17160,7722,13572,-3900,468,702,1.496,-6732,14960,-11832,-612,-1540,693,1218,-350,42,63,-21780,-38280,11000,-1320,-1980,17226,-4950,594,891,-8700,1044,1566,-300,-450,1566,24,1,16,15.12,81
"93",93,2,11,-9,0.313,33.19,20.28,2,-2,239,-146,82,17,0.044,26,39,0.021,49,-7,0.087,153,88,-75,114,-29,-15,673.0932,2132,4018,12546,7216,-6150,9348,-2378,-1230,2.262,2288,3978,-1950,-390,-1071,-616,525,-798,203,105,13464,-11475,17442,-4437,-2295,-6600,10032,-2552,-1320,-8550,2175,1125,-3306,-1710,1125,32,1,4,223.08,225
"94",94,0,10,-10,0.323,-1.83,-11.19,6,-6,305,-9,88,66,0.031,58,60,0.088,71,86,0.021,49,98,32,-2,-36,-1,20.4777,5104,6248,4312,8624,2816,-176,-3168,-88,1.218,5684,2842,1856,-58,4214,8428,2752,-172,-3096,-86,4802,1568,-98,-1764,-49,3136,-196,-3528,-98,-64,-1152,-32,72,2,-32,6,1,0,-111.9,1
"95",95,1,5,-4,0.132,23.27,17.62,0,0,190,26,58,71,0.012,21,56,0,53,88,-0.00700000000000001,75,67,-11,55,61,-11,410.0174,1218,3074,4350,3886,-638,3190,3538,-638,-0.147,1407,1575,-231,-231,6600,5896,-968,4840,5368,-968,5025,-825,4125,4575,-825,-737,3685,4087,-737,-605,-671,121,3355,-605,121,39,1,1,88.1,121
"96",96,1,2,-1,0.043,-5.14,-2.78,3,-3,-45,17,4,6,0.001,3,-38,0.039,-56,-18,-0.0590000000000001,0,-19,36,45,-12,-1,14.2892,12,-224,0,-76,144,180,-48,-4,-0.177,-57,0,108,-3,0,342,-648,-810,216,18,0,0,0,0,0,-684,-855,228,19,1620,-432,-36,-540,-45,-36,-8,0,1,-5.56,1
"97",97,3,8,-5,0.181,24.05,14.87,0,0,498,179,194,399,0.005,-24,4,-0.051,134,176,0.022,256,94,87,-16,2,-13,357.6235,-4656,25996,49664,18236,16878,-3104,388,-2522,-0.528,-2256,-6144,-2088,312,45056,16544,15312,-2816,352,-2288,24064,22272,-4096,512,-3328,8178,-1504,188,-1222,-1392,174,-1131,-32,208,-1131,5,1,9,118.96,169
"98",98,5,17,-12,0.414,30.73,11.84,8,-2,726,70,296,528,0.027,72,118,0.047,62,13,0.077,416,258,88,-5,56,-15,363.8432,21312,18352,123136,76368,26048,-1480,16576,-4440,5.544,18576,29952,6336,-1080,5408,3354,1144,-65,728,-195,107328,36608,-2080,23296,-6240,22704,-1290,14448,-3870,-440,4928,-1320,-280,75,-1320,9,1,25,201.28,225
"99",99,0,-7,7,-0.225,4.52,6.77,-6,4,-258,-141,-113,-101,-0.034,54,116,0.021,-86,-118,-0.004,-66,-36,-56,-7,46,-1,30.6004,-6102,9718,7458,4068,6328,791,-5198,113,-0.216,-1944,-3564,-3024,-54,7788,4248,6608,826,-5428,118,2376,3696,462,-3036,66,2016,252,-1656,36,392,-2576,56,-322,7,56,-15,0,0,-47.39,1
"100",100,8,7,1,0.025,28.19,21.75,2,2,596,327,196,356,0.013,22,43,0.015,182,268,0.016,204,120,190,76,109,-13,613.1325,4312,35672,39984,23520,37240,14896,21364,-2548,0.352,2640,4488,4180,-286,54672,32160,50920,20368,29212,-3484,24480,38760,15504,22236,-2652,22800,9120,13080,-1560,14440,20710,-2470,8284,-988,-2470,37,1,64,152.25,169
"101",101,2,3,-1,0.056,6.12,-0.0399999999999991,2,-2,485,284,221,396,0.022,49,130,0.00799999999999995,-6,-16,0.00700000000000001,236,195,109,44,116,-1,-0.244799999999994,10829,-1326,52156,43095,24089,9724,25636,-221,0.343,9555,11564,5341,-49,-3776,-3120,-1744,-704,-1856,16,46020,25724,10384,27376,-236,21255,8580,22620,-195,4796,12644,-109,5104,-44,-109,7,1,4,-0.119999999999997,1
"102",102,6,5,1,0.034,17.37,16.91,3,-3,511,511,143,313,-0.004,85,215,0.005,140,184,0.0189999999999999,280,97,30,4,143,-11,293.7267,12155,20020,40040,13871,4290,572,20449,-1573,1.61499999999999,8245,23800,2550,-935,51520,17848,5520,736,26312,-2024,27160,8400,1120,40040,-3080,2910,388,13871,-1067,120,4290,-330,572,-44,-330,11,1,36,84.55,121
"103",103,0,2,-2,0.069,-3.47,-5.13,3,-3,-158,-205,-85,-242,0.019,-35,-79,-0.012,47,28,0.048,-137,22,-5,-46,-43,-1,17.8011,2975,-3995,11645,-1870,425,3910,3655,85,-1.68,-770,4795,175,35,-3836,616,-140,-1288,-1204,-28,-3014,685,6302,5891,137,-110,-1012,-946,-22,230,215,5,1978,46,5,-13,0,0,-10.26,1
"104",104,1,0,1,-0.02,0.68,1.64,2,-2,3,27,4,-31,0.011,-9,-79,0.039,4,9,-0.003,-57,78,-24,18,-11,-5,1.1152,-36,16,-228,312,-96,72,-44,-20,0.027,-702,513,216,45,-513,702,-216,162,-99,-45,-4446,1368,-1026,627,285,-1872,1404,-858,-390,-432,264,120,-198,-90,120,-13,0,1,0,25
"105",105,3,2,1,-0.005,9.66,3.29,-2,4,285,65,110,138,0.025,65,198,-0.003,0,-18,0.016,196,95,73,-23,91,-5,31.7814,7150,0,21560,10450,8030,-2530,10010,-550,1.04,6175,12740,4745,-325,-3528,-1710,-1314,414,-1638,90,18620,14308,-4508,17836,-980,6935,-2185,8645,-475,-1679,6643,-365,-2093,115,-365,2,1,9,6.58,25
"106",106,5,7,-2,0.12,-1,0.8,-2,-2,106,127,30,127,-0.016,-13,-16,-0.017,59,110,-0.0209999999999999,92,67,7,-22,32,-7,-0.8,-390,1770,2760,2010,210,-660,960,-210,0.272999999999999,-871,-1196,-91,91,10120,7370,770,-2420,3520,-770,6164,644,-2024,2944,-644,469,-1474,2144,-469,-154,224,-49,-704,154,-49,10,1,25,5.6,49
"107",107,4,7,-3,0.12,26.65,20.32,-2,0,581,292,179,398,-0.001,84,240,0.013,139,197,0.013,240,220,130,65,81,-13,541.528,15036,24881,42960,39380,23270,11635,14499,-2327,1.092,18480,20160,10920,-1092,47280,43340,25610,12805,15957,-2561,52800,31200,15600,19440,-3120,28600,14300,17820,-2860,8450,10530,-1690,5265,-845,-1690,38,1,16,142.24,169
"108",108,6,21,-15,0.511,35.3,8.85,7,-9,1131,205,416,705,0.042,167,292,0.135,132,120,0.0599999999999999,424,361,227,84,23,-15,312.405,69472,54912,176384,150176,94432,34944,9568,-6240,10.02,60287,70808,37909,-2505,50880,43320,27240,10080,2760,-1800,153064,96248,35616,9752,-6360,81947,30324,8303,-5415,19068,5221,-3405,1932,-1260,-3405,38,1,36,185.85,225
"109",109,4,0,4,-0.086,2.26,8.32,-2,-2,310,472,149,140,0.046,39,86,0.016,-27,-61,0.017,-148,23,12,2,44,-5,18.8032,5811,-4023,-22052,3427,1788,298,6556,-745,0.663,897,-5772,468,-195,9028,-1403,-732,-122,-2684,305,-3404,-1776,-296,-6512,740,276,46,1012,-115,24,528,-60,88,-10,-60,2,1,16,0,25
"110",110,1,3,-2,0.075,16.34,10.49,-4,0,194,9,58,247,-0.032,88,246,-0.001,-10,-33,0.02,232,2,-69,64,13,-9,171.4066,5104,-580,13456,116,-4002,3712,754,-522,1.76,176,20416,-6072,-792,-7656,-66,2277,-2112,-429,297,464,-16008,14848,3016,-2088,-138,128,26,-18,-4416,-897,621,832,-576,621,24,1,1,31.47,81
"111",111,1,-3,4,-0.123,6.19,5.85,-2,4,386,371,174,286,0.028,-9,10,-0.023,47,84,-0.0149999999999999,92,126,129,21,81,-3,36.2115,-1566,8178,16008,21924,22446,3654,14094,-522,0.134999999999999,-1134,-828,-1161,27,7728,10584,10836,1764,6804,-252,11592,11868,1932,7452,-276,16254,2646,10206,-378,2709,10449,-387,1701,-63,-387,-12,0,1,-17.55,9
"112",112,7,24,-17,0.579,31.38,12.75,9,-9,525,-88,195,430,0,-41,-104,-0.00800000000000001,176,289,-0.0319999999999999,372,113,136,129,-64,-15,400.095,-7995,34320,72540,22035,26520,25155,-12480,-2925,1.312,-4633,-15252,-5576,615,107508,32657,39304,37281,-18496,-4335,42036,50592,47988,-23808,-5580,15368,14577,-7232,-1695,17544,-8704,-2040,-8256,-1935,-2040,22,1,49,306,225
"113",113,-1,-5,4,-0.138,3.38,11.64,-6,2,-355,-84,-29,6,-0.018,-58,-82,-0.049,-239,-259,-0.096,-155,-26,92,80,10,-7,39.3432,1682,6931,4495,754,-2668,-2320,-290,203,5.568,1508,8990,-5336,406,40145,6734,-23828,-20720,-2590,1813,4030,-14260,-12400,-1550,1085,-2392,-2080,-260,182,7360,920,-644,800,-560,-644,-12,0,1,-58.2,49
"114",114,1,0,1,-0.021,2.58,3.49,0,4,-252,-230,-63,-285,0.029,-82,-276,0.012,-44,-75,0.00800000000000001,-46,-12,-133,29,78,-3,9.0042,5166,2772,2898,756,8379,-1827,-4914,189,-0.656000000000001,984,3772,10906,246,3450,900,9975,-2175,-5850,225,552,6118,-1334,-3588,138,1596,-348,-936,36,-3857,-10374,399,2262,-87,399,-4,0,1,0,9
"115",115,1,2,-1,0.038,8.78,8.82,-4,4,46,40,-9,-66,0.012,61,75,0.067,3,-63,0.0609999999999999,-3,7,-24,46,26,-7,77.4396,-549,-27,27,-63,216,-414,-234,63,3.72099999999999,427,-183,-1464,-427,189,-441,1512,-2898,-1638,441,-21,72,-138,-78,21,-168,322,182,-49,-1104,-624,168,1196,-322,168,7,1,1,17.64,49
"116",116,4,11,-7,0.262,3.8,-4.3,7,-3,597,330,206,176,0.073,92,196,0.046,93,79,0.0509999999999999,98,142,31,16,7,-3,-16.34,18952,19158,20188,29252,6386,3296,1442,-618,4.69199999999999,13064,9016,2852,-276,7742,11218,2449,1264,553,-237,13916,3038,1568,686,-294,4402,2272,994,-426,496,217,-93,112,-48,-93,21,1,16,-47.3,9
"117",117,2,0,2,-0.0439999999999999,12.05,9.95,-4,2,306,230,139,154,0.037,46,67,0.037,-18,-36,0.00900000000000001,104,110,-36,30,-66,-5,119.8975,6394,-2502,14456,15290,-5004,4170,-9174,-695,0.414,5060,4784,-1656,-230,-3744,-3960,1296,-1080,2376,180,11440,-3744,3120,-6864,-520,-3960,3300,-7260,-550,-1080,2376,180,-1980,-150,180,24,1,4,0,25
"118",118,-5,1,-6,0.144,5.41,-1.76,3,-1,-465,-648,-219,-588,0.026,7,-104,0.085,-34,-121,0.0639999999999999,-237,-28,-94,-4,-125,-7,-9.5216,-1533,7446,51903,6132,20586,876,27375,1533,0.447999999999999,-196,-1659,-658,-49,28677,3388,11374,484,15125,847,6636,22278,948,29625,1659,2632,112,3500,196,376,11750,658,500,28,658,-6,0,25,-1.76,49
"119",119,2,9,-7,0.246,22.09,12.79,5,-1,-93,-339,-54,-133,0.00499999999999995,-47,-62,-0.05,62,120,-0.0269999999999999,22,57,41,29,17,-15,282.5311,2538,-3348,-1188,-3078,-2214,-1566,-918,810,1.269,-2679,-1034,-1927,705,2640,6840,4920,3480,2040,-1800,1254,902,638,374,-330,2337,1653,969,-855,1189,697,-615,493,-435,-615,2,1,4,115.11,225
"120",120,8,8,0,0.0630000000000001,11.51,13.8,1,3,472,509,129,403,-0.033,-8,-13,-0.00600000000000001,222,293,0.0239999999999999,335,27,78,70,122,-9,158.838,-1032,28638,43215,3483,10062,9030,15738,-1161,-0.191999999999999,-216,-2680,-624,72,98155,7911,22854,20510,35746,-2637,9045,26130,23450,40870,-3015,2106,1890,3294,-243,5460,9516,-702,8540,-630,-702,33,1,64,110.4,81
"121",121,3,3,0,0.039,-1.72,2.46,4,-2,-390,-270,-158,-134,-0.055,-25,39,-0.063,-49,7,-0.087,30,-157,43,4,3,-3,-4.2312,3950,7742,-4740,24806,-6794,-632,-474,474,2.175,3925,-750,-1075,75,210,-1099,301,28,21,-21,-4710,1290,120,90,-90,-6751,-628,-471,471,172,129,-129,12,-12,-129,18,1,9,7.38,9
"122",122,2,10,-8,0.271,10.49,5.71,4,-6,380,242,96,186,0.00600000000000001,54,149,0.003,134,199,0.004,143,96,-28,15,21,-11,59.8979,5184,12864,13728,9216,-2688,1440,2016,-1056,0.216,5184,7722,-1512,-594,28457,19104,-5572,2985,4179,-2189,13728,-4004,2145,3003,-1573,-2688,1440,2016,-1056,-420,-588,308,315,-165,308,1,1,4,57.1,121
"123",123,2,1,1,-0.017,11.62,11.49,4,0,685,690,298,423,0.0580000000000001,-94,-299,0.03,183,281,-0.0139999999999999,379,160,43,107,226,-9,133.5138,-28012,54534,112942,47680,12814,31886,67348,-2682,1.31599999999999,-15040,-35626,-4042,846,106499,44960,12083,30067,63506,-2529,60640,16297,40553,85654,-3411,6880,17120,36160,-1440,4601,9718,-387,24182,-963,-387,-2,0,4,11.49,81
"124",124,4,8,-4,0.161,17.39,8.02,8,-4,636,280,192,191,0.061,25,-6,0.054,227,222,0.0880000000000001,334,102,19,30,60,-9,139.4678,4800,43584,64128,19584,3648,5760,11520,-1728,2.2,2550,8350,475,-225,74148,22644,4218,6660,13320,-1998,34068,6346,10020,20040,-3006,1938,3060,6120,-918,570,1140,-171,1800,-270,-171,6,1,16,64.16,81
"125",125,3,7,-4,0.155,18.59,11.64,7,-3,205,34,23,-29,0.019,68,145,0.038,91,134,-0.004,194,57,-17,124,28,-11,216.3876,1564,2093,4462,1311,-391,2852,644,-253,-0.272,3876,13192,-1156,-748,25996,7638,-2278,16616,3752,-1474,11058,-3298,24056,5432,-2134,-969,7068,1596,-627,-2108,-476,187,3472,-1364,187,34,1,9,81.48,121
"126",126,2,10,-8,0.28,20.78,14.36,-1,-1,-114,-293,-98,-250,0.01,35,25,0.042,47,55,0.015,125,3,-118,29,-6,-13,298.4008,-3430,-4606,-12250,-294,11564,-2842,588,1274,0.525,105,4375,-4130,-455,6875,165,-6490,1595,-330,-715,375,-14750,3625,-750,-1625,-354,87,-18,-39,-3422,708,1534,-174,-377,1534,12,1,4,143.6,169
"127",127,4,2,2,-0.032,17.57,15.49,-3,3,865,792,335,715,0.00700000000000001,94,253,0.001,101,202,-0.0439999999999999,246,191,172,-15,115,-9,272.1593,31490,33835,82410,63985,57620,-5025,38525,-3015,-4.13599999999999,17954,23124,16168,-846,49692,38582,34744,-3030,23230,-1818,46986,42312,-3690,28290,-2214,32852,-2865,21965,-1719,-2580,19780,-1548,-1725,135,-1548,8,1,16,30.98,81
"128",128,0,-2,2,-0.0640000000000001,8.23,11.69,-1,3,-51,95,-58,-58,-0.018,3,31,-0.018,62,58,0.0299999999999999,10,-73,-7,1,1,-7,96.2087,-174,-3596,-580,4234,406,-58,-58,406,0.0899999999999997,-219,30,-21,-21,580,-4234,-406,58,58,-406,-730,-70,10,10,-70,511,-73,-73,511,-7,-7,49,1,-7,49,7,1,0,-23.38,49
"129",129,1,2,-1,0.0429999999999999,-0.110000000000001,-0.67,-1,-3,134,158,-4,-96,0.019,65,140,0.044,77,-30,0.14,-167,63,-89,-77,-92,-3,0.0737000000000007,-260,-308,668,-252,356,308,368,12,9.1,4095,-10855,-5785,-195,5010,-1890,2670,2310,2760,90,-10521,14863,12859,15364,501,-5607,-4851,-5796,-189,6853,8188,267,7084,231,267,12,1,1,-1.34,9
"130",130,1,3,-2,0.0680000000000001,13.02,5.6,0,-2,444,222,199,236,0.048,15,91,-0.032,31,21,0.018,171,93,54,-23,43,-11,72.912,2985,6169,34029,18507,10746,-4577,8557,-2189,0.27,1395,2565,810,-165,3591,1953,1134,-483,903,-231,15903,9234,-3933,7353,-1881,5022,-2139,3999,-1023,-1242,2322,-594,-989,253,-594,17,1,1,16.8,121
"131",131,3,2,1,-0.003,8.41,10.09,-4,2,48,78,-31,45,-0.03,-9,54,-0.057,119,188,-0.0139999999999999,42,17,16,-1,1,-9,84.8569,279,-3689,-1302,-527,-496,31,-31,279,0.125999999999999,-153,-378,-144,81,7896,3196,3008,-188,188,-1692,714,672,-42,42,-378,272,-17,17,-153,-16,16,-144,-1,9,-144,12,1,9,20.18,81
"132",132,3,4,-1,0.0599999999999999,26.96,17.44,0,-2,270,11,56,62,0.015,86,179,0.03,72,145,-0.045,-55,12,63,62,48,-13,470.1824,4816,4032,-3080,672,3528,3472,2688,-728,-3.87,1032,-4730,5418,-1118,-7975,1740,9135,8990,6960,-1885,-660,-3465,-3410,-2640,715,756,744,576,-156,3906,3024,-819,2976,-806,-819,3,1,9,69.76,169
